2011-03-14 13:34:47.00341	M007	ON
2011-03-14 13:34:49.093793	M009	OFF
2011-03-14 13:34:52.088643	M008	OFF
2011-03-14 13:34:52.514152	A001	2.85598
2011-03-14 13:34:54.973193	A001	2.82395
2011-03-14 13:34:55.625432	M007	OFF
2011-03-14 13:34:55.639763	E002	STOP_INSTRUCT
2011-03-14 13:35:00.533128	E002	START_INSTRUCT
2011-03-14 13:35:03.846779	E002	STOP_INSTRUCT
2011-03-14 13:35:06.360946	M002	ON
2011-03-14 13:35:06.966383	M007	ON
2011-03-14 13:35:09.257597	M007	OFF
2011-03-14 13:35:12.584086	E002	START_INSTRUCT
2011-03-14 13:35:17.30334	E002	STOP_INSTRUCT
2011-03-14 13:35:25.327096	E002	START_INSTRUCT
2011-03-14 13:35:27.159667	M007	ON
2011-03-14 13:35:27.995031	M008	ON
2011-03-14 13:35:28.938215	M002	OFF
2011-03-14 13:35:29.545742	M009	ON
2011-03-14 13:35:32.277498	M007	OFF
2011-03-14 13:35:32.948215	M008	OFF
2011-03-14 13:35:34.322593	A001	2.85012
2011-03-14 13:35:36.620198	M009	OFF
2011-03-14 13:35:42.455595	M052	ON
2011-03-14 13:35:44.50714	M052	OFF
2011-03-14 13:35:45.558594	M052	ON
2011-03-14 13:35:48.63846	M014	ON
2011-03-14 13:35:49.47636	M052	OFF
2011-03-14 13:35:50.077674	M015	ON
2011-03-14 13:35:51.511511	M016	ON
2011-03-14 13:35:52.88098	M014	OFF
2011-03-14 13:35:55.175431	M015	OFF
2011-03-14 13:35:55.539566	M016	OFF
2011-03-14 13:35:55.916777	D007	OPEN	2-begin
2011-03-14 13:35:56.756692	M017	ON
2011-03-14 13:35:58.915886	A001	2.82481
2011-03-14 13:35:59.270995	M017	OFF
2011-03-14 13:36:00.447826	M017	ON
2011-03-14 13:36:03.844812	A001	2.85106
2011-03-14 13:36:04.282387	M017	OFF
2011-03-14 13:36:07.28419	I001	ABSENT
2011-03-14 13:36:07.88479	E002	STOP_INSTRUCT
2011-03-14 13:36:08.764611	A001	2.82028
2011-03-14 13:36:14.304294	M052	ON
2011-03-14 13:36:18.758209	M052	OFF
2011-03-14 13:36:22.097658	M052	ON
2011-03-14 13:36:23.502415	A001	2.84387
2011-03-14 13:36:27.912725	M052	OFF
2011-03-14 13:36:29.749709	M052	ON
2011-03-14 13:36:36.640904	M017	ON
2011-03-14 13:36:40.734312	A001	2.86473
2011-03-14 13:36:42.124615	M052	OFF
2011-03-14 13:36:45.648146	A001	2.83801
2011-03-14 13:36:46.453046	M052	ON
2011-03-14 13:36:46.818608	M052	OFF
2011-03-14 13:36:48.643684	M017	OFF
2011-03-14 13:36:57.712393	I010	ABSENT
2011-03-14 13:37:12.68653	A001	2.80192
2011-03-14 13:37:15.141007	A001	2.83442
2011-03-14 13:37:23.733421	M017	ON
2011-03-14 13:37:28.409514	M017	OFF
2011-03-14 13:37:29.931725	A001	2.85645
2011-03-14 13:37:32.385886	A001	2.83395
2011-03-14 13:37:35.774242	M017	ON
2011-03-14 13:37:39.205508	T002	22
2011-03-14 13:37:39.222952	T001	19.5
2011-03-14 13:37:39.238855	T005	21.5
2011-03-14 13:37:39.677799	M052	ON
2011-03-14 13:37:42.233926	A001	2.79192
2011-03-14 13:37:42.380542	M052	OFF
2011-03-14 13:37:44.68981	A001	2.83395
2011-03-14 13:37:46.036806	M017	OFF
2011-03-14 13:37:51.152078	M052	ON
2011-03-14 13:37:53.219016	M017	ON
2011-03-14 13:37:54.503026	M017	OFF
2011-03-14 13:37:55.037215	M052	OFF
2011-03-14 13:37:55.068596	I001	PRESENT
2011-03-14 13:37:56.24231	M017	ON
2011-03-14 13:37:57.831971	D007	CLOSE	2-end
2011-03-14 13:38:00.807948	M016	ON
2011-03-14 13:38:01.328102	M017	OFF
2011-03-14 13:38:01.348356	M015	ON
2011-03-14 13:38:01.94119	M014	ON
2011-03-14 13:38:04.054901	M013	ON
2011-03-14 13:38:05.105678	M016	OFF
2011-03-14 13:38:05.120093	M015	OFF
2011-03-14 13:38:06.157548	M013	OFF
2011-03-14 13:38:06.537828	M013	ON
2011-03-14 13:38:08.210864	M014	OFF
2011-03-14 13:38:11.215842	M013	OFF
2011-03-14 13:38:13.095553	E002	START_INSTRUCT
2011-03-14 13:38:19.091803	A001	2.85973
2011-03-14 13:38:21.544577	A001	2.83676
2011-03-14 13:38:21.686378	M052	ON
2011-03-14 13:38:23.044996	E002	STOP_INSTRUCT
2011-03-14 13:38:26.894228	M052	OFF
2011-03-14 13:38:36.585775	E002	START_INSTRUCT
2011-03-14 13:38:41.504058	M052	ON
2011-03-14 13:38:43.779218	M052	OFF
2011-03-14 13:38:47.549764	M052	ON
2011-03-14 13:38:57.637113	M052	OFF
2011-03-14 13:39:07.030807	M052	ON
2011-03-14 13:39:09.024853	M052	OFF
2011-03-14 13:39:10.425476	M052	ON
2011-03-14 13:39:11.797838	M052	OFF
2011-03-14 13:39:20.311922	E002	STOP_INSTRUCT
2011-03-14 13:39:25.464713	A001	2.81661
2011-03-14 13:39:27.91991	A001	2.83684
2011-03-14 13:39:40.070131	E002	START_INSTRUCT
2011-03-14 13:39:42.78081	E002	STOP_INSTRUCT
2011-03-14 13:39:46.637115	P001	1081
2011-03-14 13:40:04.090403	E002	START_INSTRUCT
2011-03-14 13:40:10.987613	M013	ON	3-begin
2011-03-14 13:40:14.110223	M013	OFF
2011-03-14 13:40:19.554421	A001	2.81411
2011-03-14 13:40:23.385721	E002	STOP_INSTRUCT
2011-03-14 13:40:29.392678	A001	2.83879
2011-03-14 13:40:47.058354	M013	ON
2011-03-14 13:40:48.348374	M013	OFF
2011-03-14 13:40:49.078622	A001	2.80348
2011-03-14 13:40:50.688325	M013	ON
2011-03-14 13:40:51.54285	A001	2.83473
2011-03-14 13:40:55.526768	M013	OFF
2011-03-14 13:41:01.367319	A001	2.80481
2011-03-14 13:41:03.842703	A001	2.82973
2011-03-14 13:41:06.281122	A001	2.85872
2011-03-14 13:41:11.185452	A001	2.81817
2011-03-14 13:41:14.143495	M013	ON
2011-03-14 13:41:16.099587	A001	2.8384
2011-03-14 13:41:18.139053	M013	OFF
2011-03-14 13:41:42.690388	P001	1100
2011-03-14 13:41:47.515446	M052	ON
2011-03-14 13:41:53.042293	M052	OFF
2011-03-14 13:41:56.704952	P001	1080
2011-03-14 13:41:58.236241	M013	ON
2011-03-14 13:42:03.602718	M013	OFF
2011-03-14 13:42:07.752641	M013	ON
2011-03-14 13:42:12.27075	M013	OFF
2011-03-14 13:42:32.317828	A001	2.80434
2011-03-14 13:42:33.58083	E002	START_INSTRUCT
2011-03-14 13:42:34.818824	A001	2.83387
2011-03-14 13:42:36.115887	M013	ON
2011-03-14 13:42:38.631917	M013	OFF
2011-03-14 13:42:39.029566	E002	STOP_INSTRUCT
2011-03-14 13:42:42.185045	A001	2.8545
2011-03-14 13:42:42.726675	T004	18.5
2011-03-14 13:42:42.747716	T002	22.5
2011-03-14 13:42:44.638661	A001	2.81254
2011-03-14 13:42:49.541966	A001	2.83926
2011-03-14 13:42:57.622555	M052	ON
2011-03-14 13:42:58.75704	M013	ON
2011-03-14 13:43:00.054407	M052	OFF
2011-03-14 13:43:01.427989	M013	OFF
2011-03-14 13:43:10.567729	M052	ON
2011-03-14 13:43:11.956179	M052	OFF
2011-03-14 13:43:12.560899	M052	ON
2011-03-14 13:43:14.115188	A001	2.80246
2011-03-14 13:43:15.080031	M052	OFF
2011-03-14 13:43:16.574203	A001	2.83051
2011-03-14 13:43:21.491236	A001	2.85176
2011-03-14 13:43:32.391702	M013	ON
2011-03-14 13:43:36.900647	M013	OFF
2011-03-14 13:43:38.717318	A001	2.82723
2011-03-14 13:43:42.833733	M013	ON
2011-03-14 13:43:48.896845	M013	OFF
2011-03-14 13:43:49.570125	M013	ON
2011-03-14 13:43:50.857941	M013	OFF
2011-03-14 13:43:52.768704	P001	967
2011-03-14 13:43:53.622914	M013	ON
2011-03-14 13:43:54.799474	M013	OFF
2011-03-14 13:44:22.885471	M013	ON
2011-03-14 13:44:24.188084	M052	ON
2011-03-14 13:44:27.723176	M052	OFF
2011-03-14 13:44:27.745939	M013	OFF
2011-03-14 13:44:32.908257	A001	2.80114
2011-03-14 13:44:35.367093	A001	2.82512
2011-03-14 13:44:50.24534	A001	2.85403
2011-03-14 13:44:52.715707	A001	2.83036
2011-03-14 13:45:43.885516	M013	ON
2011-03-14 13:45:54.440072	M013	OFF
2011-03-14 13:45:54.811587	M013	ON
2011-03-14 13:45:57.09947	M013	OFF
2011-03-14 13:46:05.220737	M013	ON
2011-03-14 13:46:06.516858	A001	2.85465
2011-03-14 13:46:07.503359	M013	OFF
2011-03-14 13:46:23.806706	A001	2.82661
2011-03-14 13:46:27.073457	M052	ON
2011-03-14 13:46:29.359737	M052	OFF
2011-03-14 13:46:38.420122	M052	ON
2011-03-14 13:46:38.793395	M013	ON
2011-03-14 13:46:40.626778	M052	OFF
2011-03-14 13:46:43.523692	A001	2.85387
2011-03-14 13:46:43.846381	M013	OFF
2011-03-14 13:46:53.358904	A001	2.83379
2011-03-14 13:47:03.17195	A001	2.85723
2011-03-14 13:47:09.221199	M013	ON
2011-03-14 13:47:15.459703	A001	2.82692
2011-03-14 13:47:17.886119	M013	OFF
2011-03-14 13:47:40.338645	M052	ON
2011-03-14 13:47:41.64676	M052	OFF
2011-03-14 13:47:42.364868	M052	ON
2011-03-14 13:47:46.187827	T001	19
2011-03-14 13:47:46.787135	M052	OFF
2011-03-14 13:47:46.808686	M013	ON
2011-03-14 13:47:46.89463	P001	979
2011-03-14 13:47:47.98735	M013	OFF
2011-03-14 13:47:48.590085	M013	ON
2011-03-14 13:47:50.8505	M013	OFF
2011-03-14 13:47:52.380473	A001	2.85043
2011-03-14 13:47:57.294255	A001	2.8034
2011-03-14 13:47:58.90868	P001	968
2011-03-14 13:47:59.754502	A001	2.83653
2011-03-14 13:48:02.074646	M013	ON
2011-03-14 13:48:02.23027	A001	2.81489
2011-03-14 13:48:04.83779	M013	OFF
2011-03-14 13:48:07.142726	A001	2.83715
2011-03-14 13:48:10.228137	M052	ON
2011-03-14 13:48:12.510884	M052	OFF
2011-03-14 13:48:19.833264	M052	ON
2011-03-14 13:48:21.879919	A001	2.81684
2011-03-14 13:48:24.769934	M052	OFF
2011-03-14 13:48:32.11907	M013	ON
2011-03-14 13:48:33.423411	M013	OFF
2011-03-14 13:48:33.903995	M013	ON
2011-03-14 13:48:36.424962	M013	OFF	3-end
2011-03-14 13:48:36.620819	A001	2.83903
2011-03-14 13:48:46.374065	E002	START_INSTRUCT
2011-03-14 13:48:54.761851	E002	STOP_INSTRUCT
2011-03-14 13:48:57.751052	M052	ON
2011-03-14 13:49:02.770735	M052	OFF
2011-03-14 13:49:03.681842	A001	2.86442
2011-03-14 13:49:06.13374	A001	2.83692
2011-03-14 13:49:22.94559	P001	1443
2011-03-14 13:49:45.485604	A001	2.85809
2011-03-14 13:49:47.941374	A001	2.83567
2011-03-14 13:49:52.958588	P001	1431
2011-03-14 13:49:56.67151	E002	START_INSTRUCT
2011-03-14 13:50:15.461588	M014	ON
2011-03-14 13:50:16.766849	M013	ON
2011-03-14 13:50:19.580159	M008	ON
2011-03-14 13:50:19.596978	M013	OFF
2011-03-14 13:50:19.961654	M009	ON
2011-03-14 13:50:20.781779	M014	OFF
2011-03-14 13:50:21.157217	M007	ON	4-begin
2011-03-14 13:50:24.085998	M009	OFF
2011-03-14 13:50:24.100911	M002	ON	
2011-03-14 13:50:24.801765	A001	2.86004
2011-03-14 13:50:25.842904	M008	OFF
2011-03-14 13:50:27.029	M007	OFF
2011-03-14 13:50:27.63426	M052	ON
2011-03-14 13:50:32.162803	A001	2.83012
2011-03-14 13:50:34.132127	M052	OFF
2011-03-14 13:50:35.425308	M052	ON
2011-03-14 13:50:39.064001	M052	OFF
2011-03-14 13:50:48.72638	E002	STOP_INSTRUCT
2011-03-14 13:50:56.739103	M002	OFF
2011-03-14 13:50:57.248093	M002	ON	
2011-03-14 13:50:59.788483	E002	START_INSTRUCT
2011-03-14 13:51:01.860988	M002	OFF
2011-03-14 13:51:03.833467	M002	ON	
2011-03-14 13:51:10.991856	P001	1579
2011-03-14 13:51:23.823147	A001	2.86817
2011-03-14 13:51:26.284707	A001	2.83567
2011-03-14 13:51:26.841965	E002	STOP_INSTRUCT
2011-03-14 13:51:37.014895	P001	1557
2011-03-14 13:51:41.037742	A001	2.86958
2011-03-14 13:51:43.482517	A001	2.83918
2011-03-14 13:51:46.925769	M002	OFF
2011-03-14 13:51:47.294466	M002	ON	
2011-03-14 13:51:51.527348	M002	OFF
2011-03-14 13:51:58.953106	M002	ON	
2011-03-14 13:52:02.159168	M002	OFF
2011-03-14 13:52:03.539159	M002	ON	
2011-03-14 13:52:11.83085	M002	OFF
2011-03-14 13:52:12.958734	M002	ON	
2011-03-14 13:52:22.830958	A001	2.8177
2011-03-14 13:52:23.510138	M002	OFF
2011-03-14 13:52:25.795481	M002	ON	
2011-03-14 13:52:27.751661	A001	2.8452
2011-03-14 13:52:32.656076	A001	2.81942
2011-03-14 13:52:42.481712	A001	2.85012
2011-03-14 13:52:43.753636	M002	OFF
2011-03-14 13:52:44.937059	A001	2.82496
2011-03-14 13:52:45.059205	P001	1547
2011-03-14 13:52:49.581402	T002	21.5
2011-03-14 13:52:49.600655	T001	19.5
2011-03-14 13:52:52.35147	A001	2.84551
2011-03-14 13:52:52.612393	M002	ON	
2011-03-14 13:53:04.995886	M002	OFF
2011-03-14 13:53:07.946805	E002	START_INSTRUCT
2011-03-14 13:53:08.778282	M002	ON	
2011-03-14 13:53:18.190984	M002	OFF
2011-03-14 13:53:19.103583	M002	ON	
2011-03-14 13:53:19.395809	A001	2.82536
2011-03-14 13:53:25.739905	E002	STOP_INSTRUCT
2011-03-14 13:53:29.226595	A001	2.84622
2011-03-14 13:53:33.064087	M002	OFF
2011-03-14 13:53:34.137298	A001	2.82145
2011-03-14 13:53:34.50238	M002	ON	
2011-03-14 13:53:39.045743	A001	2.84614
2011-03-14 13:53:48.240395	M002	OFF
2011-03-14 13:53:50.064915	M002	ON	
2011-03-14 13:53:51.368383	A001	2.82106
2011-03-14 13:53:53.830085	A001	2.8602
2011-03-14 13:53:55.092915	P001	1608	
2011-03-14 13:53:58.745062	A001	2.82918
2011-03-14 13:54:06.38534	M002	OFF
2011-03-14 13:54:07.753385	M002	ON	
2011-03-14 13:54:15.098266	P001	1619
2011-03-14 13:54:27.229468	M002	OFF
2011-03-14 13:54:35.687719	M002	ON	
2011-03-14 13:54:38.053122	M002	OFF
2011-03-14 13:54:41.110095	P001	1645
2011-03-14 13:54:42.952087	A001	2.8495
2011-03-14 13:54:47.860333	A001	2.79707
2011-03-14 13:54:49.306096	M002	ON	
2011-03-14 13:54:50.321321	A001	2.832
2011-03-14 13:54:59.265277	M007	ON	
2011-03-14 13:55:00.190616	A001	2.85543
2011-03-14 13:55:01.820739	M006	ON	
2011-03-14 13:55:02.197311	M002	OFF
2011-03-14 13:55:02.663601	A001	2.83301
2011-03-14 13:55:07.051996	M006	OFF
2011-03-14 13:55:07.653614	M007	OFF
2011-03-14 13:55:20.13786	M006	ON	
2011-03-14 13:55:22.447609	M006	OFF
2011-03-14 13:55:25.142152	P001	1657
2011-03-14 13:55:37.140278	P001	1647
2011-03-14 13:55:39.516073	A001	2.85598
2011-03-14 13:55:41.97378	A001	2.79465
2011-03-14 13:55:44.441725	A001	2.83778
2011-03-14 13:55:45.082433	M052	ON
2011-03-14 13:55:47.354871	M052	OFF
2011-03-14 13:55:51.170056	P001	1007
2011-03-14 13:55:51.215241	P001	1646
2011-03-14 13:55:54.304059	A001	2.87129
2011-03-14 13:55:56.764128	A001	2.84067
2011-03-14 13:56:15.167356	P001	1628
2011-03-14 13:56:24.939238	M006	ON	
2011-03-14 13:56:26.21543	M052	ON
2011-03-14 13:56:26.231971	M006	OFF
2011-03-14 13:56:27.71938	M006	ON	
2011-03-14 13:56:28.178	P001	1653
2011-03-14 13:56:30.082654	M006	OFF
2011-03-14 13:56:33.209653	M052	OFF
2011-03-14 13:56:36.085591	A001	2.87293
2011-03-14 13:56:38.550034	A001	2.83114
2011-03-14 13:56:42.200135	P001	1006.9
2011-03-14 13:56:42.245689	P001	1642
2011-03-14 13:56:46.865658	M052	ON
2011-03-14 13:56:48.373774	A001	2.86559
2011-03-14 13:56:49.166068	M052	OFF
2011-03-14 13:56:50.832843	A001	2.82621
2011-03-14 13:56:53.286285	A001	2.84832
2011-03-14 13:57:00.69767	A001	2.82004
2011-03-14 13:57:08.214064	P001	1525
2011-03-14 13:57:15.434981	A001	2.84004
2011-03-14 13:57:35.606194	M006	ON	
2011-03-14 13:57:38.235404	P001	1543
2011-03-14 13:57:38.449085	M006	OFF
2011-03-14 13:57:42.490998	A001	2.81809
2011-03-14 13:57:47.397846	A001	2.84856
2011-03-14 13:57:52.974273	T004	19
2011-03-14 13:57:52.996169	T002	22.5
2011-03-14 13:57:53.013346	T005	22
2011-03-14 13:58:04.256763	P001	1530
2011-03-14 13:58:09.57051	A001	2.81973
2011-03-14 13:58:12.693276	M052	ON
2011-03-14 13:58:15.364798	M052	OFF
2011-03-14 13:58:19.403534	A001	2.84348
2011-03-14 13:58:24.324914	A001	2.80411
2011-03-14 13:58:26.782424	A001	2.83043
2011-03-14 13:58:38.26184	P001	1541
2011-03-14 13:58:42.388389	M052	ON
2011-03-14 13:58:43.968892	A001	2.8552
2011-03-14 13:58:46.424663	A001	2.82973
2011-03-14 13:58:47.546531	M052	OFF
2011-03-14 13:59:03.661709	A001	2.85684
2011-03-14 13:59:06.168656	M052	ON
2011-03-14 13:59:08.56908	A001	2.81957
2011-03-14 13:59:08.678877	M052	OFF
2011-03-14 13:59:13.474811	A001	2.84512
2011-03-14 13:59:23.297123	A001	2.81614
2011-03-14 13:59:24.288276	P001	1526
2011-03-14 13:59:28.211615	A001	2.83637
2011-03-14 13:59:30.65485	A001	2.86403
2011-03-14 13:59:33.10903	A001	2.82528
2011-03-14 13:59:44.301063	P001	1033
2011-03-14 14:00:00.178247	A001	2.8459
2011-03-14 14:00:06.83606	E002	START_INSTRUCT
2011-03-14 14:00:16.570303	M007	ON
2011-03-14 14:00:16.949691	M006	ON	
2011-03-14 14:00:19.479745	M006	OFF
2011-03-14 14:00:21.093771	M002	ON	
2011-03-14 14:00:23.861543	M007	OFF
2011-03-14 14:00:24.765343	A001	2.82161
2011-03-14 14:00:25.277713	M002	OFF
2011-03-14 14:00:26.336388	M002	ON	
2011-03-14 14:00:31.823812	M002	OFF
2011-03-14 14:00:34.789968	M002	ON	
2011-03-14 14:00:37.075615	A001	2.84825
2011-03-14 14:00:38.333086	P001	976	
2011-03-14 14:00:41.419909	M052	ON
2011-03-14 14:00:43.475784	M052	OFF
2011-03-14 14:00:44.535776	M052	ON
2011-03-14 14:00:46.382407	M002	OFF	4-end
2011-03-14 14:00:46.765548	M052	OFF
2011-03-14 14:00:48.187144	E002	STOP_INSTRUCT
2011-03-14 14:00:49.565803	M052	ON
2011-03-14 14:00:51.864043	M052	OFF
2011-03-14 14:00:52.469335	E002	START_INSTRUCT
2011-03-14 14:00:55.684386	M002	ON
2011-03-14 14:00:56.761781	A001	2.82082
2011-03-14 14:00:57.039288	E002	STOP_INSTRUCT
2011-03-14 14:01:09.076927	A001	2.84418
2011-03-14 14:01:11.561773	M002	OFF
2011-03-14 14:01:11.930554	M052	ON
2011-03-14 14:01:14.20708	M052	OFF
2011-03-14 14:01:18.904895	A001	2.80746
2011-03-14 14:01:23.480727	M002	ON
2011-03-14 14:01:23.825692	A001	2.84051
2011-03-14 14:01:24.869262	M002	OFF
2011-03-14 14:01:25.480661	M002	ON
2011-03-14 14:01:29.248764	E002	START_INSTRUCT
2011-03-14 14:01:33.350699	M052	ON
2011-03-14 14:01:34.544834	M002	OFF
2011-03-14 14:01:38.37561	M002	ON
2011-03-14 14:01:40.894632	M007	ON
2011-03-14 14:01:41.952121	M008	ON
2011-03-14 14:01:43.123959	M009	ON
2011-03-14 14:01:43.731629	M052	OFF
2011-03-14 14:01:45.826412	M002	OFF
2011-03-14 14:01:46.430557	M008	OFF
2011-03-14 14:01:46.809748	M007	OFF
2011-03-14 14:01:47.307375	M009	OFF
2011-03-14 14:01:52.686682	M015	ON
2011-03-14 14:02:00.041425	M016	ON
2011-03-14 14:02:00.732527	M052	ON
2011-03-14 14:02:03.006877	M052	OFF
2011-03-14 14:02:03.37819	M015	OFF
2011-03-14 14:02:05.909318	M015	ON
2011-03-14 14:02:08.654578	M015	OFF
2011-03-14 14:02:09.0217	M017	ON
2011-03-14 14:02:09.701763	E002	STOP_INSTRUCT
2011-03-14 14:02:11.221158	M018	ON
2011-03-14 14:02:11.596191	M016	OFF
2011-03-14 14:02:12.544576	M051	ON	5-begin
2011-03-14 14:02:16.418328	M017	OFF
2011-03-14 14:02:17.705523	M018	OFF
2011-03-14 14:02:19.246187	SS002	MOVED
2011-03-14 14:02:22.182233	SS002	STILL
2011-03-14 14:02:26.093384	M018	ON
2011-03-14 14:02:28.386121	M017	ON
2011-03-14 14:02:31.803842	M017	OFF
2011-03-14 14:02:32.695004	A003	0.257465	
2011-03-14 14:02:32.98136	M051	OFF
2011-03-14 14:02:33.806704	M018	OFF
2011-03-14 14:02:35.157235	A003	0.174925	
2011-03-14 14:02:37.611804	A001	2.79317
2011-03-14 14:02:37.631127	A003	0.0385553
2011-03-14 14:02:40.004352	M017	ON
2011-03-14 14:02:40.077834	A001	2.83207
2011-03-14 14:02:40.371239	M018	ON
2011-03-14 14:02:41.735778	M051	ON	
2011-03-14 14:02:42.531551	A001	2.85879
2011-03-14 14:02:43.345499	M017	OFF
2011-03-14 14:02:44.988217	A001	2.83825
2011-03-14 14:02:45.636536	M018	OFF
2011-03-14 14:02:56.443196	T002	22
2011-03-14 14:03:05.970414	M018	ON
2011-03-14 14:03:09.193725	M051	OFF
2011-03-14 14:03:09.622222	A003	0.384381	
2011-03-14 14:03:10.897325	M018	OFF
2011-03-14 14:03:11.507881	M018	ON
2011-03-14 14:03:12.072108	A003	0.221566	
2011-03-14 14:03:12.705053	M017	ON
2011-03-14 14:03:13.535077	M051	ON	
2011-03-14 14:03:14.527451	A003	0.0437116
2011-03-14 14:03:15.613583	M017	OFF
2011-03-14 14:03:19.252138	M018	OFF
2011-03-14 14:03:33.326327	M018	ON
2011-03-14 14:03:34.475295	M017	ON
2011-03-14 14:03:36.009419	M016	ON
2011-03-14 14:03:36.528525	M051	OFF
2011-03-14 14:03:36.56718	M015	ON
2011-03-14 14:03:37.83931	M008	ON
2011-03-14 14:03:37.85713	M017	OFF
2011-03-14 14:03:37.872816	M018	OFF
2011-03-14 14:03:38.435505	M016	OFF
2011-03-14 14:03:38.809081	M007	ON	
2011-03-14 14:03:40.021784	M006	ON	
2011-03-14 14:03:40.390581	M015	OFF
2011-03-14 14:03:42.678919	M008	OFF
2011-03-14 14:03:43.817601	M007	OFF
2011-03-14 14:03:51.115015	M006	OFF
2011-03-14 14:03:51.720049	M006	ON	
2011-03-14 14:03:53.554835	M007	ON	
2011-03-14 14:03:54.626488	M008	ON
2011-03-14 14:03:56.294376	A001	2.86848
2011-03-14 14:03:56.502529	M015	ON
2011-03-14 14:03:56.882605	M016	ON
2011-03-14 14:03:57.61361	M007	OFF
2011-03-14 14:03:58.215436	M017	ON	
2011-03-14 14:03:58.590166	M008	OFF
2011-03-14 14:03:58.764953	A001	2.84192
2011-03-14 14:03:59.697893	M016	OFF
2011-03-14 14:03:59.712258	M006	OFF
2011-03-14 14:04:00.765962	M015	OFF
2011-03-14 14:04:03.32032	M017	OFF
2011-03-14 14:04:03.706921	A001	2.81606
2011-03-14 14:04:05.199639	M017	ON	
2011-03-14 14:04:05.569431	M018	ON
2011-03-14 14:04:06.963759	M051	ON	
2011-03-14 14:04:08.78955	M017	OFF
2011-03-14 14:04:09.162673	M018	OFF
2011-03-14 14:04:11.111089	A001	2.83879
2011-03-14 14:04:11.128219	A003	0.0206644
2011-03-14 14:04:12.045416	SS002	MOVED
2011-03-14 14:04:16.018672	M018	ON
2011-03-14 14:04:17.089051	M017	ON
2011-03-14 14:04:17.908343	SS002	STILL
2011-03-14 14:04:19.412714	M016	ON
